FUND_NAME,FUND_CLASSIFICATION,REPORT_PERIOD,MONTHLY_YIELD,AVG_ANNUAL_MANAGEMENT_FEE,TOTAL_ASSETS
כלל פנסיה עד 50,קרנות חדשות,201609,-0.19,0.26,994.19
כלל פנסיה עד 50,קרנות חדשות,201610,-0.14,0.26,1078.6
כלל פנסיה עד 50,קרנות חדשות,201611,0.64,0.26,1222.43
כלל פנסיה עד 50,קרנות חדשות,201612,0.99,0.26,1400.01
כלל פנסיה 50-60,קרנות חדשות,201601,1.61,0.26,0.13
כלל פנסיה 50-60,קרנות חדשות,201602,-1.84,0.26,4.42
כלל פנסיה 50-60,קרנות חדשות,201603,0.69,0.26,12.43
כלל פנסיה 50-60,קרנות חדשות,201604,0.51,0.26,25.58
כלל פנסיה 50-60,קרנות חדשות,201605,0.66,0.26,136.1
כלל פנסיה 50-60,קרנות חדשות,201606,-0.18,0.26,230.92
כלל פנסיה 50-60,קרנות חדשות,201607,1.82,0.26,298.26
כלל פנסיה 50-60,קרנות חדשות,201608,0.08,0.26,341.21
כלל פנסיה 50-60,קרנות חדשות,201609,-0.22,0.26,374.03
כלל פנסיה 50-60,קרנות חדשות,201610,-0.08,0.26,401.85
כלל פנסיה 50-60,קרנות חדשות,201611,0.4,0.26,438.3
כלל פנסיה 50-60,קרנות חדשות,201612,0.83,0.26,483.97
כלל פנסיה 60 ומעלה,קרנות חדשות,201601,0.8,0.26,1.69
כלל פנסיה 60 ומעלה,קרנות חדשות,201602,0.0,0.26,3.26
כלל פנסיה 60 ומעלה,קרנות חדשות,201603,0.48,0.26,8.44
כלל פנסיה 60 ומעלה,קרנות חדשות,201604,0.46,0.26,15.41
כלל פנסיה 60 ומעלה,קרנות חדשות,201605,0.45,0.26,126.53
כלל פנסיה 60 ומעלה,קרנות חדשות,201606,0.16,0.26,207.38
כלל פנסיה 60 ומעלה,קרנות חדשות,201607,1.42,0.26,244.58
כלל פנסיה 60 ומעלה,קרנות חדשות,201608,0.03,0.26,267.65
כלל פנסיה 60 ומעלה,קרנות חדשות,201609,-0.27,0.26,288.28
כלל פנסיה 60 ומעלה,קרנות חדשות,201610,-0.01,0.26,293.37
כלל פנסיה 60 ומעלה,קרנות חדשות,201611,0.08,0.26,312.19
כלל פנסיה 60 ומעלה,קרנות חדשות,201612,0.69,0.26,339.25
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201601,-1.54,0.72,3.26
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201602,-0.52,0.72,3.31
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201603,1.57,0.72,3.47
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201604,0.34,0.72,3.54
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201605,0.45,0.72,3.58
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201606,-0.7,0.72,3.62
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201607,2.17,0.72,3.71
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201608,0.18,0.72,3.73
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201609,-0.42,0.72,3.86
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201610,-0.28,0.72,3.96
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201611,0.49,0.72,4.13
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 ומטה,קרנות כלליות,201612,0.96,0.72,4.49
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201601,0.89,0.72,2.27
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201602,-0.46,0.72,2.29
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201603,1.21,0.72,2.45
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201604,0.26,0.72,2.42
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201605,0.44,0.72,2.45
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201606,-0.46,0.72,2.36
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201607,1.69,0.72,2.52
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201608,-0.1,0.72,2.5
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201609,-0.31,0.72,2.52
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201610,-0.28,0.72,2.47
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201611,0.29,0.72,2.5
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 50 עד 60,קרנות כלליות,201612,0.9,0.72,2.5
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201601,0.55,0.72,2.46
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201602,0.1,0.72,2.35
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201603,0.57,0.72,2.3
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201604,0.23,0.72,2.35
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201605,0.14,0.72,2.36
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201606,0.19,0.72,2.36
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201607,0.74,0.72,2.39
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201608,-0.16,0.72,2.41
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201609,-0.22,0.72,2.44
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201610,-0.11,0.72,2.45
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201611,-0.3,0.72,2.46
הלמן-אלדובי קרן פנסיה כללית- מסלול לבני 60 ומעלה,קרנות כלליות,201612,0.46,0.72,2.5
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201601,-2.12,0.31,445.91
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201602,-0.79,0.31,445.83
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201603,2.57,0.31,469.28
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201604,1.23,0.31,490.59
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201605,1.09,0.31,509.72
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201606,-0.66,0.31,522.54
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201607,2.44,0.31,552.57
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201608,0.81,0.31,577.66
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201609,-0.31,0.31,598.41
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201610,0.68,0.31,621.31
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201611,0.83,0.31,651.37
אלטשולר שחם פנסיה מקיפה מסלול לבני 50 ומטה,קרנות חדשות,201612,1.12,0.31,689.57
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201601,0.75,0.31,65.97
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201602,-0.77,0.31,66.95
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201603,2.04,0.31,68.18
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201604,1.08,0.31,71.89
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201605,0.91,0.31,75.0
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201606,-0.46,0.31,75.31
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201607,2.11,0.31,80.98
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201608,0.61,0.31,82.95
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201609,-0.22,0.31,83.95
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201610,0.62,0.31,86.03
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201611,0.6,0.31,90.33
אלטשולר שחם פנסיה מקיפה מסלול לבני 50-60,קרנות חדשות,201612,0.91,0.31,95.33
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201601,0.71,0.31,19.75
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201602,-0.62,0.31,20.21
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201603,0.93,0.31,20.7
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201604,0.84,0.31,22.51
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201605,0.62,0.31,22.46
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201606,0.12,0.31,23.19
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201607,1.39,0.31,26.17
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201608,0.24,0.31,26.61
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201609,-0.32,0.31,26.47
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201610,0.63,0.31,27.72
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201611,-0.07,0.31,28.62
אלטשולר שחם פנסיה מקיפה מסלול לבני 60 ומעלה,קרנות חדשות,201612,0.47,0.31,29.41
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201601,0.0,0.31,0.0
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201602,0.11,0.31,0.01
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201603,-0.37,0.31,0.02
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201604,-0.15,0.31,0.26
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201605,0.2,0.31,0.39
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201606,0.26,0.31,0.58
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201607,0.19,0.31,0.74
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201608,0.15,0.31,1.05
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201609,0.05,0.31,1.48
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201610,0.09,0.31,2.17
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201611,0.07,0.31,2.47
אלטשולר שחם פנסיה מקיפה מסלול הלכה,קרנות חדשות,201612,0.14,0.31,2.68
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201606,-0.71,0.87,14.18
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201607,2.63,0.87,14.6
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201608,0.53,0.87,14.84
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201609,-0.6,0.87,14.85
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201610,0.82,0.87,15.03
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201611,0.53,0.87,15.36
אלטשולר שחם פנסיה כללית מסלול לבני 50 ומטה,קרנות כלליות,201612,1.06,0.87,16.22
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201606,-0.47,0.87,11.08
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201607,2.13,0.87,11.71
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201608,0.37,0.87,11.91
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201609,-0.71,0.87,12.1
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201610,0.73,0.87,12.35
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201611,0.26,0.87,12.38
אלטשולר שחם פנסיה כללית מסלול לבני 50 עד 60,קרנות כלליות,201612,0.88,0.87,12.71
אלטשולר שחם פנסיה כללית מסלול לבני 60 ומעלה,קרנות כלליות,201606,0.1,0.87,4.63
אלטשולר שחם פנסיה כללית מסלול לבני 60 ומעלה,קרנות כלליות,201607,1.25,0.87,4.85
אלטשולר שחם פנסיה כללית מסלול לבני 60 ומעלה,קרנות כלליות,201608,-0.1,0.87,4.91
אלטשולר שחם פנסיה כללית מסלול לבני 60 ומעלה,קרנות כלליות,201609,-0.75,0.87,4.95
אלטשולר שחם פנסיה כללית מסלול לבני 60 ומעלה,קרנות כלליות,201610,0.57,0.87,5.04
אלטשולר שחם פנסיה כללית מסלול לבני 60 ומעלה,קרנות כלליות,201611,-0.53,0.87,5.11
אלטשולר שחם פנסיה כללית מסלול לבני 60 ומעלה,קרנות כלליות,201612,0.57,0.87,5.26
הלמן-אלדובי קרן פנסיה מקיפה לבני 50 ומטה,קרנות חדשות,201601,-1.75,0.27,237.53
הלמן-אלדובי קרן פנסיה מקיפה לבני 50 ומטה,קרנות חדשות,201602,-0.9,0.27,234.16
הלמן-אלדובי קרן פנסיה מקיפה לבני 50 ומטה,קרנות חדשות,201603,1.76,0.27,238.07
הלמן-אלדובי קרן פנסיה מקיפה לבני 50 ומטה,קרנות חדשות,201604,0.41,0.27,236.51
הלמן-אלדובי קרן פנסיה מקיפה לבני 50 ומטה,קרנות חדשות,201605,0.7,0.27,238.96
הלמן-אלדובי קרן פנסיה מקיפה לבני 50 ומטה,קרנות חדשות,201606,-0.64,0.27,237.86
הלמן-אלדובי קרן פנסיה מקיפה לבני 50 ומטה,קרנות חדשות,201607,2.26,0.27,244.54
